isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
419,unknown,NA,NA,marine,Dunaliella tertiolecta,Dunaliella tertiolecta,,,,,tertiolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.970918821,31.54620743,0.24318797,0.075714744,0.134023814,26.35204569,1.788393618,33.71723659,2.442497884,7,3.480291994,10.57894198,42.12514941,bad,good,bad,-680.3930011,-0.021672967,0,0,0,0,0
421,unknown,NA,NA,marine,Emiliania huxleyi,Emiliania huxleyi,Coccolithus huxleyi,,,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.857413,18.79512496,0.241616043,0.069368601,0.149617312,19.46537767,0.932282495,22.25782296,1.031639402,17,1.216473302,10.06781519,28.86294015,good,good,good,-102.2455811,-0.015399581,0,0,0,1,0
422,"obtained from MBL, Plymouth",NA,NA,marine,Emiliania huxleyi clone P3,Emiliania huxleyi,Coccolithus huxleyi,,,P3,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.995805483,24.79503557,0.011404447,0.211949659,0.010896976,13.16796614,0.185851745,21.71492775,0.596795813,7,0.553824597,0.770448351,25.56548392,good,good,good,-270.5399821,-0.017747503,0,0,0,1,0
423,"obtained from MBL, Plymouth",NA,NA,marine,Emiliania huxleyi clone P8,Emiliania huxleyi,Coccolithus huxleyi,,,P8,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.980543209,24.49958565,0.014985386,0.212308813,0.028986227,11.75615966,0.181819017,20.17002247,0.573133836,7,0.578084749,-0.493633163,24.00595249,bad,good,bad,-263.4614624,-0.017915993,0,0,0,0,0
427,unknown,NA,NA,marine,Diacronema lutheri,Diacronema lutheri,Monochrysis lutheri,Pavlova lutheri,,,lutheri,Diacronema,Pavlovaceae,Pavlovales,Pavlovophyceae,Haptophyta,Chromista,Eukaryota,,haptophytes,0.939371634,15.90199633,0.428894265,0.002620528,0.039780454,20.95249512,0.453101887,21.03434081,0.453151056,12,0.462,13.00149696,28.90349329,good,good,good,-2.206835329,-0.000548801,0,0,0,1,0
428,unknown,NA,NA,marine,Phaeocystis pouchetii strain AJ 01,Phaeocystis pouchetii,,,AJ 01,,pouchetii,Phaeocystis,Phaeocystaceae,Phaeocystales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,haptophytes,0.885190488,32.0673499,0.023910133,0.479686196,0.062424988,-4.033372886,0.003454055,10.0505429,0.677792976,5,0.5,-20.06704783,12.00030206,bad,good,bad,-59.45672589,-0.02262222,0,0,0,0,0
430,CCAP,NA,NA,marine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99747126,39.87976363,0.215658806,0.107027058,0.016715246,10.03999686,0.631595329,22.71745383,1.461463955,5,1.393,-9.899884953,29.97987867,bad,good,bad,-1032.771477,-0.032177147,0,0,0,0,0
432,unknown,NA,NA,marine,Phaeodactylum tricornutum,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.887800622,32.30354982,0.574828636,0.057312838,0.162342448,13.74744123,1.263924508,20.07609728,1.537655402,10,1.6,-2.404333681,29.89921614,bad,good,bad,-650.5697066,-0.020424351,0,0,0,0,0
433,obtained from Korea Marine Microalgae Culture Center,NA,NA,marine,Nannochloropsis oculata clone KMCC C-31,Nannochloropsis oculata,Nannochloris oculata,Picochlorum oculatum,,KMCC C-31,oculata,Nannochloropsis,Monodopsidaceae,Eustigmatales,Eustigmatophyceae,Ochrophyta,Chromista,Eukaryota,,eustigmatophytes,0.997820273,42.48703145,0.470309128,-0.004660022,0.002200426,24.47115508,0.419621899,23.42443966,0.420649977,4,0.46,3.227639354,45.71467081,bad,bad,bad,202.1613621,0.0026359,0,0,0,0,0
434,unknown,NA,NA,marine,Pleurochrysis carterae,Pleurochrysis carterae,Cricosphaera carterae,,,,carterae,Pleurochrysis,Pleurochrysidaceae,Coccolithales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.812741886,19.53343034,0.114042492,0.052650217,0.047443818,17.78413857,0.290879725,20.14783121,0.310133273,13,0.3374,8.017423401,27.55085374,good,good,good,-94.83600022,-0.012724411,0,0,0,1,0
435,CCAP,NA,NA,marine,Rhodomonas salina,Rhodomonas salina,,,,,salina,Rhodomonas,Pyrenomonadaceae,Pyrenomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,,cryptophytes,0.990208747,27.68647425,0.563934173,0.027282692,0.015387629,15.98550486,0.872240448,18.51133952,0.903357456,5,0.898,2.142267734,29.82874199,bad,good,bad,-205.5206804,-0.009683951,0,0,0,0,0
436,CCAP,NA,NA,marine,Skeletonema costatum,Skeletonema costatum,,,,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.924896768,33.2436146,0.512709202,0.025980033,0.039769674,17.96823816,0.817723487,21.4004524,0.855871334,5,0.879,1.346430858,34.59004546,bad,bad,bad,-401.2039033,-0.010920447,0,0,0,0,0
438,unknown,NA,NA,marine,Tetraselmis sp.,Tetraselmis ,Platymonas sp.,,,,,Tetraselmis,Chlorodendraceae,Chlorodendrales,Chlorodendrophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.621929199,28.46769244,0.257386759,0.02976601,0.031972273,21.3860104,0.486460667,24.27646337,0.508305128,12,0.56,7.152164183,35.61985662,bad,bad,bad,-248.0018631,-0.010749745,0,0,0,0,0
441,"Salt lake, former USSR",NA,NA,saline lake,"Dunaliella bioculata strain SAG19-4, CCAP 19/4",Dunaliella bioculata,Dunaliella marina,,"SAG19-4, CCAP 19/4",,bioculata,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.992298009,27.0723927,0.020504534,0.158571753,0.058884942,25.98354626,1.262567387,34.6108956,2.944545553,4,2.918842777,12.44734991,39.51974261,bad,good,bad,-409.0653619,-0.020616398,0,0,0,0,0
442,"Salt lake, former USSR",NA,NA,saline lake,Dunaliella primolecta,Dunaliella primolecta,,,,,primolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.931515022,28.46697126,0.017417111,0.172712227,0.160014366,23.66540076,1.037694995,33.24133709,2.969101306,4,3.08034607,9.43191513,37.89888639,bad,good,bad,-433.8183523,-0.018805467,0,0,0,0,0
443,"Saline marsh, Del Mar Slough, San Diego, USA",32.96,-117.26,salt marsh,"Spirulina platensis var. tenuis strain UTEX 1928, UTEX 1926",Spirulina platensis,Arthrospira platensis var. tenuis,,UTEX 1928,,platensis,Spirulina,Pseudoanabaenaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.999103996,23.34247012,0.182653835,0.063009226,0.013662664,30.22510682,1.226663699,34.05489941,1.393313735,4,1.386294361,18.55387176,41.89634188,bad,good,bad,-213.8683101,-0.016815354,0,0,0,0,0
444,"obtained from Marugappa Chettiar Research Centre, Chennai, India",NA,NA,unknown,Arthrospira fusiformis,Arthrospira fusiformis,Spirulina fusiformis,,,,fusiformis,Arthrospira,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.888454437,22.66817757,0.03775534,0.044181805,0.016956717,30.30771025,0.14405228,32.98627254,0.153093494,7,0.1549,18.97362147,41.64179904,good,good,good,-144.8861521,-0.012438759,0,0,0,0,0
445,unknown,NA,NA,freshwater,Chlorella vulgaris strain Emerson,Chlorella vulgaris,Chlorella pyrenoidosa,,Emerson,,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.983590989,30.13032122,0.044786711,0.181206976,0.059012406,14.32729348,0.600712831,24.85309708,2.070863772,4,2.111326312,-0.737867127,29.39245409,bad,good,bad,-466.7707716,-0.018382142,0,0,0,0,0
448,obtained from Prof. Lokman in KUSTEM,NA,NA,unknown,Spirulina platensis var. tenuis,Spirulina platensis,Arthrospira platensis var. tenuis,,,,platensis,Spirulina,Pseudoanabaenaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.932428116,21.78426891,0.059861141,0.031002462,0.014022562,29.62321619,0.149967737,31.41391647,0.154244028,7,0.1419,18.73108173,40.51535065,good,good,good,-90.43795371,-0.008748262,0,0,0,0,0
449,obtained from CP Wolk,NA,NA,freshwater,Trichormus variabilis,Trichormus variabilis,Anabaena variabilis,,,,variabilis,Trichormus,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.991177436,44.78008361,0.134286996,0.072889867,0.028714321,21.48891271,0.643101946,34.02760933,1.100954212,7,1.112,-0.901129097,43.87895451,bad,good,bad,-2010.497207,-0.023797682,0,0,0,0,0
450,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema costatum s.s. strain FDK009,Skeletonema costatum,,,FDK009,,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985043192,30.32904405,0.368910953,0.058240793,0.060377189,19.87845921,1.174141498,25.61681131,1.405232394,6,1.29,4.713937191,35.04298124,bad,good,bad,-527.5450459,-0.018909645,1,1,0,0,1
451,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema pseudocostatum strain FDK225,Skeletonema pseudocostatum,,,FDK225,,pseudocostatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.905020393,64.71757079,0.225548547,0.108101198,0.192271968,2.712372076,0.302398623,27.11736364,1.823897938,6,1.9,-29.64641332,35.07115747,bad,good,bad,-1821.266015,-0.036333988,1,1,0,0,1
452,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi–dohrnii complex strain FDK031,Skeletonema marinoi-dohrnii,,,FDK031,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.948874996,81.56000786,0.504031019,0.084486538,0.13321539,-5.679357225,0.311939289,24.94702031,1.808331062,6,1.69,-46.45936115,35.1006467,bad,good,bad,-1934.424919,-0.038499044,1,1,0,0,1
453,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi–dohrnii complex strain FDK032,Skeletonema marinoi-dohrnii,,,FDK032,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.974155615,77.83420415,0.418041532,0.089669759,0.093087467,-3.854360678,0.295882138,25.47642071,1.773413115,6,1.629,-42.77146275,35.0627414,bad,good,bad,-1946.021619,-0.038849441,1,1,0,0,1
454,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi–dohrnii complex strain FDK033,Skeletonema marinoi-dohrnii,,,FDK033,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.898735101,78.81759388,0.431901664,0.085625154,0.168748875,-4.253965464,0.300050708,25.16984957,1.649375221,6,1.623,-43.6627624,35.15483148,bad,good,bad,-1946.857015,-0.038576283,1,1,0,0,1
455,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi–dohrnii complex strain FDK035,Skeletonema marinoi-dohrnii,,,FDK035,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.97703716,92.67112394,0.357953649,0.098274389,0.080359638,-11.30979905,0.117794304,25.954553,1.62035413,6,1.649,-57.64536102,35.02576292,bad,good,bad,-1978.354143,-0.039614007,1,1,0,0,1
456,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema marinoi–dohrnii complex strain FDK039,Skeletonema marinoi-dohrnii,,,FDK039,,marinoi-dohrnii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.974670116,83.22815686,0.577225092,0.079400187,0.092908419,-6.540361393,0.34341045,24.34368497,1.791584334,6,1.668,-48.15443982,35.07371704,bad,good,bad,-1883.475021,-0.037567224,1,1,0,0,1
457,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK154,Skeletonema japonicum,,,FDK154,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.948882792,92.94744836,0.574935861,0.10013808,0.13120564,-16.42195326,0.111029465,21.12642591,1.65576587,5,1.59,-62.89567744,30.05177092,bad,good,bad,-1260.201928,-0.038997735,1,1,0,0,1
458,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK157,Skeletonema japonicum,,,FDK157,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.859173541,76.95428039,0.350517313,0.11281545,0.212650795,-8.431526219,0.13539598,22.18957032,1.570925479,5,1.532,-46.90866641,30.04561398,bad,good,bad,-1275.376807,-0.039490228,1,1,0,0,1
459,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK158,Skeletonema japonicum,,,FDK158,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.991354819,82.63035132,0.385510441,0.115169817,0.054838796,-11.29336304,0.104995104,22.24042569,1.704012659,5,1.63,-52.6085387,30.02181262,bad,good,bad,-1278.411397,-0.039673078,1,1,0,0,1
460,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK159,Skeletonema japonicum,,,FDK159,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.949122671,69.83956904,0.2306605,0.127464164,0.125397846,-4.913607758,0.123302172,23.03109683,1.562128441,5,1.526,-39.83339228,30.00617676,bad,good,bad,-1221.079164,-0.037949793,1,1,0,0,1
461,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema japonicum strain FDK161,Skeletonema japonicum,,,FDK161,,japonicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.96913082,81.05310657,0.370675819,0.113582419,0.098111736,-10.4938972,0.11255091,22.17399421,1.611184428,5,1.551,-51.02045049,30.03265609,bad,good,bad,-1279.057508,-0.039652579,1,1,0,0,1
462,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK199,Skeletonema tropicum,,,FDK199,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.978036086,25.40048379,0.732335127,0.024733323,0.075941098,22.40379646,1.274562902,24.35209536,1.306009536,6,1.219,9.703554566,35.10403836,good,good,good,-133.8892942,-0.008169959,1,1,1,1,1
463,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK202,Skeletonema tropicum,,,FDK202,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.962948577,25.8079144,0.378761746,0.052124454,0.100506393,22.14230025,1.201183595,26.07774814,1.337515223,6,1.303,9.238343046,35.04625745,good,good,good,-270.964112,-0.015763514,1,1,1,1,1
464,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK204,Skeletonema tropicum,,,FDK204,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.976000304,25.47055925,0.535472048,0.047518686,0.102642379,22.32859939,1.547157078,25.88285886,1.689144463,6,1.55,9.593319764,35.06387902,good,good,good,-240.3529255,-0.014545678,1,1,1,1,1
465,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK205,Skeletonema tropicum,,,FDK205,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.953670427,26.28715863,0.328153077,0.064992388,0.134626313,21.91759917,1.363700583,26.76665394,1.614531757,6,1.561,8.77401985,35.06117848,good,good,good,-336.66954,-0.018534159,1,1,1,1,1
466,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema tropicum strain FDK207,Skeletonema tropicum,,,FDK207,,tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.991565261,25.15350032,0.494205098,0.050212467,0.060250058,22.45761298,1.526301489,26.09600946,1.678898259,6,1.55,9.880862819,35.03436314,good,good,good,-239.1879041,-0.015029479,1,1,1,1,1
467,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK221,Skeletonema menzelii,,,FDK221,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.906598805,32.72584887,1.203224637,0.01878021,0.218233868,23.2961221,1.863602057,25.75313498,1.907606139,7,2.114,6.933197671,39.65904654,good,good,good,-280.305514,-0.007997585,1,1,1,1,1
468,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain DM08080630,Skeletonema menzelii,,,DM08080630,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985884535,39.32522829,0.420419886,0.064740553,0.089507479,20.36433078,1.571289612,29.92204306,2.22802454,7,2.119,0.701716636,40.02694493,bad,good,bad,-1341.00735,-0.022050447,1,1,0,0,1
469,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain DM08080730,Skeletonema menzelii,,,DM08080730,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.920187356,62.67904995,0.165007459,0.109096492,0.233528157,8.742844131,0.428291615,32.22899221,2.434271253,7,2.58,-22.59668084,40.08236911,bad,good,bad,-2295.198663,-0.031241118,1,1,0,0,1
470,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema menzelii strain FDK222,Skeletonema menzelii,,,FDK222,,menzelii,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.926430947,32.26560075,1.90044814,0.000742761,0.193294036,23.43937585,1.933824355,23.53551391,1.933893771,7,1.961,7.306575472,39.57217622,good,good,good,-10.70040042,-0.000318552,1,1,1,1,1
471,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK003,Skeletonema ardens,,,FDK003,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.932676178,36.12338818,0.173239466,0.092021883,0.218949802,22.00343409,1.312215594,32.21440273,2.28476728,7,2.32,3.941740001,40.06512818,bad,good,bad,-1057.086813,-0.022425659,1,1,0,0,1
472,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK004,Skeletonema ardens,,,FDK004,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.964976194,25.22038322,0.354441974,0.059146707,0.113170544,22.44058866,1.336529455,26.62628439,1.523352378,6,1.452,9.830397047,35.05078026,good,good,good,-272.4632616,-0.016984506,1,1,1,1,1
473,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK005,Skeletonema ardens,,,FDK005,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.873339266,35.14973106,0.143034719,0.094618685,0.288518646,22.51268792,1.203763681,32.45212757,2.096931245,7,2.258,4.937822386,40.08755345,bad,good,bad,-974.0646975,-0.022429613,1,1,0,0,1
474,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK006,Skeletonema ardens,,,FDK006,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.914301739,39.67965641,0.14651917,0.098031317,0.235888635,20.22521765,1.064074827,32.33269658,2.188323141,7,2.245,0.385389444,40.06504586,bad,good,bad,-1347.810121,-0.021573718,1,1,0,0,1
475,"Dokai Bay, Japan",33.93,130.83,marine,Skeletonema ardens strain FDK007,Skeletonema ardens,,,FDK007,,ardens,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.936676601,36.52917721,0.166949206,0.092194265,0.203520108,21.79935446,1.245715171,32.19556026,2.195993962,7,2.22,3.534765852,40.06394306,bad,good,bad,-1091.49174,-0.022392407,1,1,0,0,1
476,"Aysen Region, Chile",-46.66,-75.92,marine,Alexandrium catenella strain ACC02,Alexandrium catenella,,,ACC02,,catenella,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.488137091,23.24192374,0.001458983,0.41775794,0.039594545,4.744520362,0.010588837,14.21595447,0.185881033,4,0.207944154,-6.876441508,16.36548223,bad,good,bad,-83.12941067,-0.013868002,1,1,0,0,1
477,"Guam, Northern Mariana Islands",13.83,144.75,marine,Phaeodactylum tricornutum strain CCMP633,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,CCMP633,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.965930937,77.94186547,0.224165717,0.110581838,0.06648094,-8.946467871,0.083351677,22.01669828,0.943282384,4,0.956543109,-47.9174006,30.02446486,bad,good,bad,-1274.444859,-0.039540096,1,1,0,0,1
478,"pond in Surrey, England",51.25,-0.42,freshwater,Anabaena cylindrica strain PCC 7122,Anabaena cylindrica,,,,,cylindrica,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.835694393,50.8847654,39.89140444,-0.122524525,0.068426046,43.64652721,0.189833263,25.08822844,0.863140322,5,0.93,18.20414452,69.08890991,good,bad,bad,1935.389603,0.014689434,1,0,1,0,1
479,"pond in Heikant, Netherlands",51.25,4.02,freshwater,Aphanizomenon gracile,Aphanizomenon gracile,,,,,gracile,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.918933255,35.63757445,0.137888217,0.060823482,0.046740634,25.78067569,0.661502516,33.58411361,0.859386115,6,0.87,7.961888466,43.59946291,bad,bad,bad,-947.3163003,-0.020930066,1,0,0,0,1
480,"Funil reservoir, Brazil",-22.5,-44.75,freshwater,Cylindrospermopsis raciborskii strain LETC CIRF-01,Cylindrospermopsis raciborskii,,,LETC CIRF-01,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.998991729,28.11166979,1.148697823,-0.01072203,0.005375184,30.62597651,0.827171146,29.57320857,0.831868002,5,0.81,16.57014162,44.68181141,good,bad,bad,89.01159848,0.004006699,1,0,1,0,1
